id,author,score,title,content,date,verified,image_url
70a1f0bb-d834-5509-bfcc-b06f3286bdd9,EightySeven,1,How has nobody mentioned the audio with this case on?,"
My phone vibrates so bad in my hand by using this case, something about the design of either the phone or the case just makes it so unusable in my opinion.I am missing my pixel 4 xl already. Didn't have any issues with that 1. I guess I'll wait until the 6 comes out.I don't recommend this case based on the audio issue I am having. It feels like the audio is being muffled or blocked somehow.
","Reviewed in the United States on July 5, 2021",Verified Purchase,
d4152a05-94b9-53e6-837e-62b99fe6f9da,NerdTech,1,good looking and very protective,"
I would buy again but dont need to.  works perfectly and looks nice!Update.Have the green back of phone and case left imprint of it's fancy design on the back of the phone that won't come off.  Good luck to me to sell this phone now.  Damages your phone.
","Reviewed in the United States on March 29, 2021",Verified Purchase,https://m.media-amazon.com/images/I/71DL9PG2d-L._SY88.jpg
2f19c789-34ca-5a70-8063-2a695bc59c8c,William J. Marcellus,1,Cracked screen after first drop,"
My one month old Pixel 5 screen completely shattered from a light drop of my phone at waist level (onto a totally flat surface). This case  failed to protect. Had to pay $200+ for a new screen and am immediately looking for a better case
","Reviewed in the United States on January 4, 2022",Verified Purchase,
1f6dc79d-9d29-5477-8472-6977990a001d,Rafael,1,Waste of money. Buy something else.,"
It definitely didn't protect my phone from a drop literally from the height of my pants pocket. What the point of buying a case that offers absolutely no protection? Wast of money.
","Reviewed in the United States on July 31, 2022",Verified Purchase,https://m.media-amazon.com/images/I/51O2Lb7mYlL._SY88.jpg
a0e6f306-3a9f-5c0d-8f1a-6a61d011eb55,James P,1,Disappointing,"
It didn't protect my phone from a 3 foot drop. The whole right side is bright white now.
","Reviewed in the United States on June 21, 2022",Verified Purchase,
cd7e7617-6b56-554c-a9b3-b1b8aa41f903,mlw,1,Consider this stealing,"
This is not worth more than $1.50. Cheap, thin rubber with no grip to the material. Super light weight due to the useless material.
","Reviewed in the United States on March 5, 2022",Verified Purchase,
a692b6fd-385d-5f66-b728-f3e583e28fda,ARK DVD,1,Verizon locked!!! Help!,"
I purchased an unlocked Pixel. After dealing with it for 10 days now (and visiting AT&T) in turns out it is Verizon locked!!! Help!
","Reviewed in the United States on August 9, 2022",Verified Purchase,
fea436c0-d28a-530b-ad3b-d04ee5b06518,David M Sheppard,1,not a good phone,"
drops calls all the time
","Reviewed in the United States on August 22, 2021",Verified Purchase,
4d2c3760-3fda-582f-96a6-fecb6cfa2905,Jack Barwise,1,,"
Not worth the price.Too soft and slippery, feels tacky and low quality.Would return if possible.
","Reviewed in the United Kingdom on December 8, 2023",Verified Purchase,
4124eba8-3b49-564a-94b2-2ba47765b48c,joe,1,,"
Solid case protects phone too well,....so we'll I can't swipe back on the phone or up to go home. This is due to the way to tall side bits around the screen, solved the issue by chopping off sections of the side with pliers and now I can swipe. Don't recommend it at all. Buy a flusher case.
","Reviewed in the United Kingdom on May 22, 2022",Verified Purchase,
id,author,score,title,content,date,verified,image_url
5c94efd7-c2a7-5bda-b4d4-7a1564c4288d,Dominik,1,,"
Leider hat meine Hülle oben eine Aussparung für einen nicht vorhandenen Lautsprecher, evtl war dieser mal geplant, jedoch nicht im Pixel 5 vorhanden bzw unter dem Display. Man kann davon ausgehen, dass die erste Charge wohl ohne Kenntnis des Endproduktes vorab gefertigt wurde. Ähnliches habe ich leider mit Panzergläsern erlebt. Also ein wenig abwarten und hoffen das in Zukunft passende Produkte geliefert werden.Ich bin jedoch sehr enttäuscht von einer so bekannten Marke wie Spigen. Einen Glück bei Amazon bestellt, Hülle geht zurück.
","Reviewed in Germany on October 16, 2020",Verified Purchase,
3feaca91-f698-561d-b807-fa4c882ba24b,J. Hill,1,,"
I ordered this late January 2021 and I received a model with a top cutout (says manufactured in September 2020). Other reviews from 2 months ago say they have received the new, corrected model. So why have I received this?
","Reviewed in the United Kingdom on February 1, 2021",Verified Purchase,
48672301-fdf8-5816-95f6-38fd29a46bc9,Baermann,1,,"
Die erste Spigenhülle mit der ich Probleme habe. Beim Pixel 5 beschweren sich die Anrufer über einen Hall während des Gespräches. Ohne Hülle kein Problem. Schade. Ansonsten ist die Hülle top.
","Reviewed in Germany on September 18, 2021",Verified Purchase,
227ceefe-836a-5d1b-a1cf-63414a22a65a,Lewis,1,,"
very difficult to remove phone from case once it is in, and the fingerprint scanner on the back doesn't work as well as the case blocks access a bit
","Reviewed in the United Kingdom on September 8, 2021",Verified Purchase,
38474169-00b6-57ef-8fb8-41544d107e8b,Amazon-Kunde,1,,"
Ausschnitt für eine nicht vorhandene Hörmuschel, Kante oben am Display viel zu hoch so das die Wischgesten nicht immer funktionieren. Aber das schlimmste ist das die Hülle sich wahrscheinlich statisch auflädt und permanent ein Staubrand einmal rund um das Display entsteht.
","Reviewed in Germany on November 21, 2020",Verified Purchase,
f3df3c4e-9fc8-5fe7-b13c-1a722a20adcf,Tobias,1,,"
Habe ebenfalls ein Vorserienmodell erhalten, mit unnötiger Aussparung für den Lautsprecher. Den neueren Rezensionen zufolge hatte Spigen da inzwischen nachgebessert und eine neue Version der Hülle rausgebracht. Darüber hinaus hat die Hülle überall unsaubere Kanten an denen sich Staub und Flusen sammeln.
","Reviewed in Germany on February 12, 2021",Verified Purchase,
13f92d3c-c4f9-58e1-9ead-fd81003e853c,Amazon Customer,1,,"
The case is okay but there is issue while using it i triggered accidental touches of case due to edge to edge display and gesture control becomes tough in few times
","Reviewed in the United Kingdom on October 26, 2020",Verified Purchase,
a3690f7c-60a4-51f0-96f5-a8bdf3f38e50,Amazon カスタマー,1,,"
おそらく前機種であるPixel4aを参考に作ったのだと思いますが、Pixel4aは画面より上にスピーカーがありますが、Pixel5にはありません。このケースはPixel5用ですが、4a向けケースのように画面より上のスピーカー用の切り欠きがあり、そこにホコリが溜まってしまいます。残念ですが廃棄しました。（本来は違うのかと思って二回購入しましたが両方ともそうでした。）追記　三回目も購入しましたがやはり切り欠きが。スマホを買い替えたらこのシリーズと愛用していたのですが・・・また、ヨドバシなど量販店のECサイトを見ると、しっかり切り欠きがイメージに載ってますね。Amazonだけそれを隠して売っているみたいです。悪質だなぁ
","Reviewed in Japan on March 14, 2021",Verified Purchase,
d8e93612-62e9-50c8-b609-fb3942d7426e,チョトマテクダサイ,1,,"
写真で見るよりもラバーが薄くて頼りないです。厚みがあって、画面よりも突出してるカバーを探します。フィルムは「ASDEC」が干渉しなくて、このカバーと相性いいです。
","Reviewed in Japan on November 14, 2020",Verified Purchase,
a3690f7c-60a4-51f0-96f5-a8bdf3f38e50,Amazon カスタマー,1,,"
間違いでしたm(__)m
","Reviewed in Japan on January 31, 2021",Verified Purchase,
id,author,score,title,content,date,verified,image_url
5090c43e-96eb-5787-8a58-f3a64e0bcae5,JBEstell,2,Not Form-Fitting,"
I have been using Spigen cases for what seems like a decade at this point - or somewhere close to it - and I've never had one that was a sloppy fit like this one.  It may be the complex geometry, but the top and bottom of the case bulge out like they are not properly formed, or perhaps not deep enough to stay taught.  I'm concerned that the play in the case might result in it catching on things and getting worse.  It pains me to have to ding the company, but this won't suffice, I'm afraid.
","Reviewed in the United States on September 12, 2022",Verified Purchase,
23c7ab61-841d-5d72-b8c8-53ed90f14cfd,Stephen R. Golub,2,"Gritty texture, not the same as the Liquid Air for Pixel 4","
I bought this case for my Pixel 4 and love it. Fits perfectly, not too bulky, looks great and just grippy enough.Was expecting the same when I bought it for my Pixel 5.The extra speaker cutout people are mentioning didn't bother me at all, I hardly noticed it. The case fit perfectly and looked great. But the back had a gritty texture - almost felt like it was dirty -  that made it very unpleasant to hold. I tried rinsing it and wiping down with a microfiber, figuring it might have been some manufacturing residue, but it didn't help. Returning it and going with something else.
","Reviewed in the United States on October 30, 2020",Verified Purchase,
d033bdb0-e32b-5f3e-ba7b-692ac3274220,Naterpie,2,Sent clearly used.,"
I didn't actually try the case on the phone but it felt just a little flimsy. The reason I didn't put it on my phone is because it was clearly used and had a sticky area inside where it looked like someone tried to remove a sticker. Also on the back there was some gunk smeared into the grooves on the back. I didn't see anywhere that it was advertised as used or refurbished. I'll definitely be returning.
","Reviewed in the United States on March 26, 2021",Verified Purchase,https://images-na.ssl-images-amazon.com/images/I/B1QDbZRkEIS._SY88.jpg
4a27286a-01bc-5919-af72-9c643f1f1eea,JD in Roanoke,2,Didn't protect the phone from a short fall.,"
This case did NOT protect my phone from damage after a 24-inch fall to concrete hitting the corner. $230.00 for a new screen yesterday and I am looking for a different case and screen protector today.
","Reviewed in the United States on May 31, 2022",Verified Purchase,
266f09e4-bef9-58c8-a895-0bb7e602f12e,pieter,2,,"
the case fits well, feels nice with a lot of grip. But the case is very bulky, especially on the backside of the phone.
","Reviewed in the Netherlands on August 16, 2021",Verified Purchase,
37a90fab-7f4d-56d3-b579-92c6de70d238,Fabien,2,,"
La coque semble de bonne qualité, solide, mais...- Le boutons ressortent trop et les angles ne sont pas assez arrondi, ce qui amène des douleurs à la main suivant comment on tient le téléphone.- Elle déborde trop sur la face avant. Certes cela protège très bien l'écran, mais cela rend la navigation par geste bien moins agréable.- Cette coque est très rigide au niveau des boutons ce qui les rend bien plus difficiles à actionner. C'est très flagrant.- Dernier point, elle glisse beaucoup. Le téléphone est bien plus glissant avec la coque que sans, et cela me dérange beaucoup, d'autant plus compte tenu du point précédent.En conclusion, je ne recommande pas cette coque sachant qu'il existe d'autres modèles chez d'autres fabricant.
","Reviewed in France on October 29, 2020",Verified Purchase,
a585f8dc-dac7-5363-aa8d-ded08e5b14af,Viviana R.,2,,"
Ich habe mir diese Hülle gekauft, weil ich so eine bereits für mein Pixel 2 Handy hatte.Allerdings gibt es beim Pixel 5 viele Gesten ""von der Seite wischen"" die mit dieser Hülle kaum noch funktionieren, da die Kante der Hülle über den Bildschirm hinausragt. Das schützt zwar den Bildschirm vor Kratzern, aber diese leider recht häufig genutzte Geste ist super mühsam bis kaum anwendbar.Schlussendliche verwende ich die Hülle daher nicht mehr und bin auf der Suche nach einer Alternative
","Reviewed in Germany on February 24, 2021",Verified Purchase,
53d0dd02-9510-55bb-a34c-047d845e6c43,Jerry de Winter,2,,"
Not very comfortable. It works though and likely protects well.  I bought a different case because I didn't like the feel. Choppy/sharp edges. I just didn't like it
","Reviewed in Canada on January 15, 2021",Verified Purchase,
be8a68c9-da0f-5309-bcc9-f2cd372f163a,Lovely,2,,"
To be honest this cover is too hard and not easy to remove and after applying it is very hard to touch in corners
","Reviewed in Canada on December 2, 2020",Verified Purchase,
d3b12276-c77d-51cc-b91d-3db9cfa0f5c3,Amazon Kunde,2,,"
I've had multiple Spigen cases for multiple phones and I've been happy with them so far. This one fits well and feels like a good case. Unfortunately there is a speaker cutout for a speaker that does not exist on the phone. Since the edges of the phone are symmetrical this really destroys the sleek look. It is also perfectly shaped to collect a lot of dust. Would have given 5 stars without the cutout.
","Reviewed in Germany on October 28, 2020",Verified Purchase,
id,author,score,title,content,date,verified,image_url
13f92d3c-c4f9-58e1-9ead-fd81003e853c,Amazon Customer,2,,"
Item not suitable for Pixel 4a5G
","Reviewed in India on August 22, 2022",Verified Purchase,
4d1fb6e3-2f90-5cd9-888f-11812ee9bcc9,scoobysnax,2,,"
Is this meant to have the small speaker cut out at the top on the front or is this a cover for the unreleased version that had a speaker cut out?? I've heard that early releases of cases had a speaker cut out - is this one? There is no speaker on the front of the phone... 🧐
","Reviewed in the United Kingdom on October 14, 2020",Verified Purchase,
655751b0-20de-59a7-9c5a-74d74feafd47,Florian,2,,"
The case is ok but it does not work well with the finger print scanner. Also don't like the unnecessary cut on the top...
","Reviewed in Canada on December 17, 2020",Verified Purchase,
dee42d4c-154e-52b1-add5-746212eb0617,Duggi,2,,"
ein sehr minimalistisches mattes Case das auch nach längerer Zeit noch schön bleibt ohne voller Fingerabdrücke zu seindie Aussparung für den Fingerabdrucksensor ist auch konisch,so dass man auch die infoleiste mit dem  mit dem Sensor mittels Zeigefinger Geste problemlos herunter ziehen kann.aber leider finde ich das Case viel zu rutschig!
","Reviewed in Germany on November 10, 2020",Verified Purchase,
c36a7a29-367f-53fe-a7df-a0960492785d,josh,2,,"
It's not as slim as the pictures make out. It's actually one of the thickest cases I've even seen. Good for protection but not what I wanted. I wanted a slim case but this adds a good 3mm of thickness all round... Phone feels twice as big. Texture on the back is nice though.
","Reviewed in the United Kingdom on October 30, 2020",Verified Purchase,
3cb4eba8-b013-5c98-86ee-f0a574da53a7,Andrew Shepherd,2,,"
Pro - fits well, nice buttonsCon - the plastic has less grip than the original material, so very easy to drop/slide out of hands
","Reviewed in the United Kingdom on June 10, 2021",Verified Purchase,
7d10f41b-b4f8-506f-b701-258a156e96b3,Ralph Finke,2,,"
Das Glas ist zu klein (wie wohl leider alle anderen auch), es deckt nur den absolut Planen Teil des Displays ab, damit werden die Wischgesten zu unpräzise.Habe es zurück schicken müssen, einen Zusatzstern für die unkomplizierte Abwicklung.
","Reviewed in Germany on November 23, 2020",Verified Purchase,
75b39915-b7d1-5ccb-8f3a-45eee5752514,Vipin P.,2,,"
The case arrived with marks on them - looked like used one. The marks do not go even if you try to wipe them clean. Disappointed
","Reviewed in India on June 26, 2021",Verified Purchase,
cfa4e557-8d47-5798-9749-4c39ff81b67d,An Honest Reviewer.,2,,"
Purchased based on reviews that said the case had now been updated, but I still received the one with the pointless speaker cut out.
","Reviewed in the United Kingdom on December 27, 2020",Verified Purchase,
id,author,score,title,content,date,verified,image_url
34bbf9a5-b491-553f-adb5-33a44b42f3b7,Nicholas,3,Good case BUT doesn't work with wireless chargers.,"
It's a nice case and feels good in the hand but it's too thick for wireless charging. My Tesla wireless charger and the wireless charger in my Chrysler Pacifica refuse to charge my phone with this case on for more than a minute or two.
","Reviewed in the United States on May 12, 2023",Verified Purchase,
5e034fe8-239a-5d5b-9b78-714abac4a718,Kyle,3,Slippery,"
This case has almost no grip
","Reviewed in the United States on March 1, 2023",Verified Purchase,
ee3db250-9c9a-5a76-85e7-65f958739c2a,W. Schulz,3,Bezel interferes with gesture navigation,"
Overall the case is fine. It is sturdy, easy to grip, and there are no issues with using the fingerprint reader.The big issue I have is the bezel around the front edge of the case is too tall. Given that the Pixel 5 relies solely on gesture navigation to go back, and switch apps, this is problematic. It's sometimes difficult to get your thumb all the way to the edge of the screen to trigger the gesture. It's not impossible to get the gestures to work, but very often I find myself having to repeat a gesture because the case got in the way.
","Reviewed in the United States on December 2, 2020",Verified Purchase,
61dc8243-085e-5fda-88e7-cd932e054772,Carlos ,3,Same Spigen good quality but thicker than expected,"
Its as usual well built, very good fit id not perfect.....I received the updated version of the actual/public Pixel 5 without the presale predicted version speakee notch.....but I thought this was supposed to be thinner and it is actually as thick as the rugged version......also that thickness get really noted when trying to reach the rear finger print sensor......should have made it oval and more tapered like in other cases. I still like the case
","Reviewed in the United States on November 28, 2020",Verified Purchase,
8bba5924-51a7-56ba-80c8-f10138f24514,buffhawk84,3,As slippery as a bar of soap,"
The side bezel impairs your ability to gesture swipe 'back' and the case is waaaay too slick - there is absolutely zero grip, which is surprising because the pictures show that the case is textured all over, it isn't. I ended up purchasing a dbrand grip and it blows this case out of the water (it is a bit bulkier though).
","Reviewed in the United States on February 27, 2021",Verified Purchase,
b67df610-0e04-5daf-b764-a1162b702e50,Jared Weiner,3,Good enough,"
Fits pretty well and appears to provide adequate protection. The unnecessary cutout at the top, however, was enough for me to return it. Hopefully they fix the design.
","Reviewed in the United States on October 31, 2020",Verified Purchase,
479e9a91-0116-5620-b16b-51750f4ba8f8,Sasquatch,3,Not a thin case,"
Much thicker than described adding a bit of bulk overall.  The tall ridge around the screen can cause edge swipes and touchscreen frustration
","Reviewed in the United States on November 6, 2020",Verified Purchase,
baf9a57b-5343-526c-93c8-d96b0f2fdc85,Zainab Walker,3,Don’t Drop Your Phone.,"
It won’t protect your phone if dropped. I’m returning this item.
","Reviewed in the United States on April 10, 2021",Verified Purchase,
1541376f-64d4-5ac6-948a-524ea611e242,Mark,3,Too slippery,"
Feels too slippery and not grippy enough. Will return.
","Reviewed in the United States on January 18, 2021",Verified Purchase,
609a15cf-ac75-5d3a-aafd-79574009140e,MD26,3,"Okay for the price, cut outs not aligned well","
Okay for the price, cut outs not aligned well
","Reviewed in the United States on December 19, 2020",Verified Purchase,
id,author,score,title,content,date,verified,image_url
ca2d59aa-93fd-5726-bc9f-a3672004687d,Shezad,3,,"
The case looks fairly decent and I expect it to provide good protection from drops, however, it is the texture on the back that feels odd and doesn't provide a nice grip. It has a matte, powdery-slippery texture which isn't pleasant to touch. I thought the groves/patterns would allow a nice grip but they unfortunately don't. The sides however feel alright and more grippy.
","Reviewed in the Netherlands on December 3, 2021",Verified Purchase,
92ed6400-b49f-5c5f-accc-a1a97e642daf,時の人,3,,"
pixel5に使ってます。柔らかさがあるので装着は楽ですが、だからと言って外れやすい問題は全くありません。サイドのボタンも押しやすく、ケースによる厚みや大きさの変更も気になりません。ただシリコンの割には手に馴染まないというか、サラサラしていて滑るような感じがあります。この辺りは個々の手の湿度の問題もあるかもしれません。手がしっとりしてる時はフィットしますがそうでない時は手から滑る感覚です。サイドにもスリットがありますが滑り止めほどの効果はありません。裏面の模様は水を分けるので濡れた手で触ってツルッとはしません。もしかしたら使い続けたら馴染むのかな？と期待はしてますが、シリコン特有のベトベトにならない事を願ってます。
","Reviewed in Japan on October 20, 2022",Verified Purchase,
1ad43eff-2f40-5fc7-abd2-1dcb9e76824a,Ocirebla,3,,"
Esta capa não avalio com o maximo pois mal chegou foi devolvida, pois não era o que precisava...
","Reviewed in Spain on December 2, 2021",Verified Purchase,
ff3ed90d-14b8-5176-987f-4298ccbe5977,T-Kettle,3,,"
It seems like every time I pull it out of my pocket, a corner has popped off. At least it feels and looks okay, but I might have to buy a different case that functions better.
","Reviewed in Germany on August 4, 2023",Verified Purchase,
b8abc828-0c9d-5805-b53e-338e0d16e32d,Steven Taylor,3,,"
I've found the fingerprint function using this case is a lot less reliable than with the official Pixel case I used to have. I managed to get it working a lot better by adding my fingerprint again a few times, but the angle I need to position my finger to get it work even 90% of the time is awkward. Sometimes it just won't work.
","Reviewed in the United Kingdom on September 22, 2022",Verified Purchase,
7b03d950-bf05-5aaa-9f20-1e6598434ad4,Gareth,3,,"
Had this a year and sadly the phone now moves inside the case. It's clearly expanded from original size - fit like a glove until a few months ago. For balance, I've dropped my phone loads and it's in perfect condition, but because of the movement I have issues with screen activation, particularly when in a call when I need to use the touchpad. Maybe I'm hoping for too much but I expected this to last the standard two years people spend with their phones.
","Reviewed in the United Kingdom on December 2, 2021",Verified Purchase,
